gene	variant_upper	protein_start	protein_end	id	entrez_id	variant	disease	doid	phenotypes	drugs	drug_interaction_type	evidence_type	evidence_direction	evidence_level	clinical_significance	evidence_statement	citation_id	source_type	asco_abstract_id	citation	nct_ids	rating	evidence_status	evidence_id	variant_id	gene_id	chromosome	start	stop	reference_bases	variant_bases	representative_transcript	chromosome2	start2	stop2	representative_transcript2	ensembl_version	reference_build	variant_summary	variant_origin	last_review_date	evidence_civic_url	variant_civic_url	gene_civic_url	is_flagged
EGFR	EXON 19 DELETION	729	761	1915	1956	Exon 19 Deletion	Lung Adenocarcinoma	3910	NA	Gefitinib	NA	Predictive	Supports	B	Sensitivity/Response	In a phase 3 clinical trial of Korean, never-smoker, lung adenocarcinoma patients, a subset of patients with EGFR mutations (n=42) treated with gefitinib were associated with improved overall response rate compared to gemcitabine plus cisplatin treatment (84.6%, 22/26, vs. 37.5%, 6/16, P=0.002). By contrast, in EGFR mutation negative cases, the response rate was much lower (25.9%, 7/27). The frequency of mutation in exon 19 deletion and L858R was 64.3% (27/42) and 36.4% (16/42), respectively. Exon 19 and L858R mutations were mutually exclusive in this cohort.	22370314	PubMed	NA	Han et al., 2012, J. Clin. Oncol.	NA	3	accepted	2519	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2020-08-12 15:43:10 UTC	https://civic.genome.wustl.edu/links/evidence_items/2519	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 19 DELETION	729	761	2085	1956	Exon 19 Deletion	Lung Non-small Cell Carcinoma	3908	NA	Erlotinib	NA	Predictive	Supports	A	Sensitivity/Response	On May 14, 2013, the U.S. Food and Drug Administration approved erlotinib (Tarceva) for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.	24868098	PubMed	NA	Khozin et al., 2014, Oncologist	NA	5	accepted	2995	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2017-05-11 21:11:19 UTC	https://civic.genome.wustl.edu/links/evidence_items/2995	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 19 DELETION	729	761	2086	1956	Exon 19 Deletion	Lung Non-small Cell Carcinoma	3908	NA	Afatinib	NA	Predictive	Supports	A	Sensitivity/Response	Afatinib, an irreversible inhibitor of the ErbB family of tyrosine kinases has been approved in the US for the first-line treatment of patients with metastatic non-small-cell lung cancer (NSCLC) who have tumours with EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by a US FDA-approved test	23982599	PubMed	NA	Dungo et al., 2013, Drugs	NA	5	accepted	2996	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2017-05-18 19:40:29 UTC	https://civic.genome.wustl.edu/links/evidence_items/2996	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 19 DELETION	729	761	2406	1956	Exon 19 Deletion	Lung Adenocarcinoma	3910	NA	Erlotinib	NA	Predictive	Supports	C	Sensitivity/Response	In a stage IV lung adenocarcinoma patient harboring EGFR exon 19 deletion, EGFR exon 19 deletion was associated with sensitivity to erlotinib monotherapy. Prior to identification of the EGFR exon 19 deletion, the patient was underwent complex treatments with standard chemotherapy and experienced disease progression; upon identification of EGFR exon 19 deletion and treatment with erlotinib, the patient achieved a clinical response.	27566387	PubMed	NA	Kanemaru et al., 2016, Respir Investig	NA	NA	accepted	4766	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2020-08-12 15:43:10 UTC	https://civic.genome.wustl.edu/links/evidence_items/4766	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 19 DELETION	729	761	2446	1956	Exon 19 Deletion	Lung Non-small Cell Carcinoma	3908	NA	Erlotinib,Dacomitinib	Substitutes	Predictive	Supports	B	Sensitivity/Response	Non-small cell cancer patients from two studies [The ARCHER 1009 (NCT01360554) and A7471028 (NCT00769067)] with exon 19 deletion and L858R EGFR (Exon 21) mutations were pooled to compare the efficacy of dacomitinib to erlotinib. 121 patients with any EGFR mutation were enrolled, 101 had activating mutations in exon 19 or 21. Median progression-free survival and median survival were better following dacomitinib treatment (14.6 and 26.6 months, N=53) than erlotinib (9.6 and 23.2, P = 0.146 and P = 0.265, N=48). In exon 19 mutated patients (N=32 and 36) PFS was better for dacomitinib treated patients (HR of 0.585 [95% CI 0.335–1.024], two-sided log-rank, P = 0.058) but did not reach significance.	26768165	PubMed	NA	Ramalingam et al., 2016, Ann. Oncol.	NCT00769067,NCT01360554,NCT01774721	3	accepted	4859	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2017-07-27 21:58:24 UTC	https://civic.genome.wustl.edu/links/evidence_items/4859	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 19 DELETION	729	761	3076	1956	Exon 19 Deletion	Lung Adenocarcinoma	3910	NA	Gefitinib	NA	Predictive	Supports	B	Sensitivity/Response	A Japanese Phase III clinical study assessed the noninferiority of gefitinib in comparison to erlotinib in 561 patients with postoperative or recurrent stage IIIB/IV lung adenocarcinoma. Patients were pretreated with at least one chemotherapy regimen, but no tyrosine kinase inhibitors. In the subgroup of 156 patients with exon 19 deletions as their sole EGFR mutation, 83 and 78 were treated with erlotinib and gefitinib, respectively. Objective response (defined as complete + partial response) was approximately 65 percent for both erlotinib gefitinib and non significantly different  (p= .965). Disease control rate (defined as complete response + partial response + stable disease) was 91.6 and 83.3 percent for erlotinib and gefitinib, respectively (p=.113). The study was unable to demonstrate statistical noninferiority via the planned end point; however, the lack of statistically significant differences between erlotinib and gefitinib responses, and the milder adverse effects experienced by gefitinib treated patients, led the authors to conclude that gefitinib is a feasible alternative to erlotinib in treating patients with ex19del EGFR positive, advanced lung adenocarcinoma.	27022112	PubMed	NA	Urata et al., 2016, J. Clin. Oncol.	NA	3	accepted	6184	133	19	7	55242415	55242513	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma. Examples of exon 19 deletions include: p.746_A750delELREA, p.747_753delinsS, p.747_752delLREATS, and p.747_751delLREAT.	Somatic	2021-01-27 01:19:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/6184	https://civic.genome.wustl.edu/links/variants/133	https://civic.genome.wustl.edu/links/genes/19	FALSE
EGFR	EXON 4 DELETION	142	187	505	1956	Exon 4 Deletion	Epithelial Ovarian Cancer	2152	NA	Cisplatin	NA	Predictive	Supports	D	Resistance	A variant of EGFR with exon 4 deletion (de4 EGFR) enhanced the invasiveness and cisplatin resistance of epithelial ovarian cancer cell lines (SKOV3, CAOV3, ES2) in vitro when compared with wild-type EGFR. The three cell lines were infected with lentivirus for either EGFR or de4 EGFR, and lentivirus-infected cells were used to perform transwell migration assays, invasion assays, and cisplatin sensitivity assays.	23764753	PubMed	NA	Zhang et al., 2013, Carcinogenesis	NA	4	accepted	662	252	19	7	55214299	55214433	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/662	https://civic.genome.wustl.edu/links/variants/252	https://civic.genome.wustl.edu/links/genes/19	FALSE
ALK	EXON 4-11 DELETION	318	681	1155	238	Exon 4-11 Deletion	Neuroblastoma	769	NA	Brigatinib	NA	Predictive	Supports	D	Sensitivity/Response	The MYCN amplification positive relapsed neuroblastoma-derived cell line CLB-BAR contains the driver ALK DEL 11-14 mutation, which removes extracellular domain exons 4 through 11. Brigatinib treatment of CLB-BAR cells reduced MYCN protein levels and ALK phosphorylation (Y1604) similar to crizotnib. Brigatinib reduced CLB-BAR cellular proliferation more effectively than crizotinib (IC50 75.2 vs 186.4nM). CLB-BAR xenografts in BalbC/NUDE mice responded to brigatinib with reduced tumor volume and weight (N=8/group) as well as reduced ALK phosphorylation and MYCN levels compared to untreated controls. Release of brigatinib administration at day 15 resulted in tumor growth (N=2).	27049722	PubMed	NA	Siaw et al., 2016, Oncotarget	NA	3	accepted	1336	550	1	2	29474528	29853656	NA	NA	ENST00000389048.3	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-07-17 21:41:23 UTC	https://civic.genome.wustl.edu/links/evidence_items/1336	https://civic.genome.wustl.edu/links/variants/550	https://civic.genome.wustl.edu/links/genes/1	FALSE
VHL	EXON 1-3 DELETION	1	213	1725	7428	Exon 1-3 Deletion	Von Hippel-Lindau Disease	14175	Hemangioblastoma,Renal cell carcinoma,Retinal capillary hemangioma,Hepatic cysts,Renal cyst,Pancreatic cysts	NA	NA	Predisposing	N/A	C	N/A	Mutation detected in 4 separate cases. Two cases show CNS hemangioblastoma, pancreatic/hepatic/renal cysts, and renal cell carcinoma. One case shows CNS hemangioblastoma, pancreatic cysts, and Grawitz One shows CNS HB, pancreatic/renal cysts and retinal angioma. ACMG evidence codes: 'PVS1' based on deletion of all exons, 'PP1' based on segregation results, 'PP4' because the patients phenotypes are highly specific for a disease with single genetic etiology.	20151405	PubMed	NA	Nordstrom-O'Brien et al., 2010, Hum. Mutat.	NA	4	accepted	1942	843	58	3	10183532	10191649	NA	NA	ENST00000256474.2	NA	NA	NA	NA	75	GRCh37	NA	Rare Germline	2022-01-12 17:35:47 UTC	https://civic.genome.wustl.edu/links/evidence_items/1942	https://civic.genome.wustl.edu/links/variants/843	https://civic.genome.wustl.edu/links/genes/58	FALSE
VHL	EXON 1-3 DELETION	1	213	3295	7428	Exon 1-3 Deletion	Von Hippel-Lindau Disease	14175	Endolymphatic sac tumor	NA	NA	Predisposing	N/A	C	N/A	Patients with ELSTs were identified and included in the International Endolymphatic Sac Tumor Registry. The registry contained 93 patients as of July 2014, and of those, 25 were sporadic, and 68 associated with VHL. Statistics of the VHL subgroup are as follows: mean age 30, 62% female, 91% symptomatic, 54% with retinal angioma, 72% with CNS hemangioblastoma, 46% with renal cell carcinoma, 19% with pheochromocytoma, 12% with pancreatic neuroendocrine tumour. In the data from this study, only endolymphatic sac tumours can be confirmed as a phenotype for this mutation, which was found in 6 individuals from France, Germany, the Netherlands, or Spain.	25867206	PubMed	NA	Bausch et al., 2016, Head Neck	NA	3	accepted	6628	843	58	3	10183532	10191649	NA	NA	ENST00000256474.2	NA	NA	NA	NA	75	GRCh37	NA	Rare Germline	2022-01-12 17:35:44 UTC	https://civic.genome.wustl.edu/links/evidence_items/6628	https://civic.genome.wustl.edu/links/variants/843	https://civic.genome.wustl.edu/links/genes/58	FALSE
DPYD	EXON 11-19 DELETION	377	814	3564	1806	EXON 11-19 DELETION	Head And Neck Squamous Cell Carcinoma	5520	NA	Fluorouracil,Leucovorin	Combination	Predictive	Supports	C	Sensitivity/Response	A 69 year old patient diagnosed with HNSCC presented with an unresectable neck mass three months after surgery and adjuvant radiation therapy. A biopsy was taken for whole genome and transcriptome analysis and the patient was started on systemic therapy. After showing resistance to the systemic therapy treatment with 5-FU and leucovorin was initiated based on the discovery of a somatic exon 11-19 in frame deletion in DPYD, which was hypothesized to increase sensitivity to 5-FU in the tumour. A dramatic clinical and radiographic response was sustained for 17 weeks, but following a 3 week treatment break a new nodule appeared. This recurrence showed resistance to re-initiation of treatment with capecitabine (oral 5-FU), and analysis of an additional biopsy provided no evidence as to the mechanism of resistance.	31871216	PubMed	NA	Majounie et al., 2019, Cold Spring Harb Mol Case Stud	NA	4	accepted	7787	2893	1526	1	97700408	98039526	NA	NA	ENST00000370192.3	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2020-01-03 17:30:23 UTC	https://civic.genome.wustl.edu/links/evidence_items/7787	https://civic.genome.wustl.edu/links/variants/2893	https://civic.genome.wustl.edu/links/genes/1526	FALSE
