id	gene	entrez_id	variant	disease	doid	phenotypes	drugs	drug_interaction_type	evidence_type	evidence_direction	evidence_level	clinical_significance	evidence_statement	citation_id	source_type	asco_abstract_id	citation	nct_ids	rating	evidence_status	evidence_id	variant_id	gene_id	chromosome	start	stop	reference_bases	variant_bases	representative_transcript	chromosome2	start2	stop2	representative_transcript2	ensembl_version	reference_build	variant_summary	variant_origin	last_review_date	evidence_civic_url	variant_civic_url	gene_civic_url	is_flagged	variant_upper
449	TERT	7015	Amplification	Acral Lentiginous Melanoma	6367	NA	NA	NA	Prognostic	Supports	B	Poor Outcome	In patients with acral lentiginous melanoma, those with amplification of TERT had shorter overall survival.	25219713	PubMed	NA	Diaz et al., 2014, J. Am. Acad. Dermatol.	NA	3	accepted	514	219	79	5	1253282	1295162	NA	NA	ENST00000310581.5	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2015-08-05 19:02:17 UTC	https://civic.genome.wustl.edu/links/evidence_items/514	https://civic.genome.wustl.edu/links/variants/219	https://civic.genome.wustl.edu/links/genes/79	FALSE	AMPLIFICATION
462	TTF1	7270	AMPLIFICATION	Lung Adenocarcinoma	3910	NA	NA	NA	Prognostic	Does Not Support	B	N/A	6 of 89 patients with lung adenocarcinoma had amplification of TTF1. There was no statistical difference in overall survival between patients with and without gene amplification.	19040416	PubMed	NA	Barletta et al., 2009, J. Cell. Mol. Med.	NA	3	accepted	527	224	80	9	135251008	135282209	NA	NA	ENST00000334270.2	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2020-08-12 15:43:10 UTC	https://civic.genome.wustl.edu/links/evidence_items/527	https://civic.genome.wustl.edu/links/variants/224	https://civic.genome.wustl.edu/links/genes/80	FALSE	AMPLIFICATION
463	ERBB2	2064	Amplification	Her2-receptor Positive Breast Cancer	0060079	NA	Trastuzumab	NA	Predictive	Supports	B	Sensitivity/Response	A randomized clinical trial of 469 patients with previously untreated, HER2-positive, metastatic breast cancer demonstrated improved time to disease progression, objective response rate, and duration of response for patients who received trastuzumab in addition to chemotherapy compared to chemotherapy alone.	11248153	PubMed	NA	Slamon et al., 2001, N. Engl. J. Med.	NA	5	accepted	528	306	20	17	37856333	37884915	NA	NA	ENST00000269571.5	NA	NA	NA	NA	75	GRCh37	Her2 (ERBB2) amplifications are seen in up to 20% of breast cancers and were associated with aggressive disease and poor prognosis when discovered. Trastuzumab first found considerable success, and was approved for treatment, in HER2 positive metastatic breast cancer (MBC) which had progressed under chemotherapy. These metastatic cancers nonetheless progressed under trastuzumab, and other forms of therapy were studied for next line treatments, including tyrosine kinase inhibitors. Lapatinib, a reversible inhibitor of tyrosine kinase activity in ErbB1 and ErbB2, and afatinib, an irreversible inhibitor of all 4 ErbB forms were shown to have activity in trastuzumab-progressed HER2 MBC. Interestingly trastuzumab itself also turned out to remain effective in treatment of trastuzumab-progressed HER2 MBC. The LUX-Breast 1 trial compared a TKI-based treatment (afatinib) to a trastuzumab-based treatment of trastuzumab-progressed HER2 MBC, and the LUX-Breast 3 trial addressed TKI application in the context of HER2 MBC with difficult to treat brain metastases. In neither of these cases was the TKI more effective, making successful future replacement of trastuzumab-based therapy with a TKI in trastuzumab-progressed HER2 MBC seem unlikely. Instead, a potential role for TKIs in this disease context is revealed in preclinical work suggesting synergism between TKI and trastuzumab action, and clinical trials with lapatinib or afatinib combined with trastuzumab indicate that dual HER2 blockade may be an effective therapy. Dual antibody HER2 blockade with pertuzumab instead of TKI in HER2 MBC has also recently shown strong results in the CLEOPATRA trial. HER2 overexpression is targeted in neoadjuvant breast cancer treatment, and has also been successfully targeted in gastric cancer.	Somatic	2018-01-11 18:47:57 UTC	https://civic.genome.wustl.edu/links/evidence_items/528	https://civic.genome.wustl.edu/links/variants/306	https://civic.genome.wustl.edu/links/genes/20	FALSE	AMPLIFICATION
464	ERBB2	2064	Amplification	Her2-receptor Positive Breast Cancer	0060079	NA	Trastuzumab	NA	Predictive	Supports	B	Sensitivity/Response	A randomized clinical trial of 186 patients with previously untreated, HER2-positive, metastatic breast cancer demonstrated improved overall survival, response rate, response duration, time to progression, and time to treatment failure for patients who received trastuzumab in addition to chemotherapy (docetaxel) compared to chemotherapy alone.	15911866	PubMed	NA	Marty et al., 2005, J. Clin. Oncol.	NA	5	accepted	529	306	20	17	37856333	37884915	NA	NA	ENST00000269571.5	NA	NA	NA	NA	75	GRCh37	Her2 (ERBB2) amplifications are seen in up to 20% of breast cancers and were associated with aggressive disease and poor prognosis when discovered. Trastuzumab first found considerable success, and was approved for treatment, in HER2 positive metastatic breast cancer (MBC) which had progressed under chemotherapy. These metastatic cancers nonetheless progressed under trastuzumab, and other forms of therapy were studied for next line treatments, including tyrosine kinase inhibitors. Lapatinib, a reversible inhibitor of tyrosine kinase activity in ErbB1 and ErbB2, and afatinib, an irreversible inhibitor of all 4 ErbB forms were shown to have activity in trastuzumab-progressed HER2 MBC. Interestingly trastuzumab itself also turned out to remain effective in treatment of trastuzumab-progressed HER2 MBC. The LUX-Breast 1 trial compared a TKI-based treatment (afatinib) to a trastuzumab-based treatment of trastuzumab-progressed HER2 MBC, and the LUX-Breast 3 trial addressed TKI application in the context of HER2 MBC with difficult to treat brain metastases. In neither of these cases was the TKI more effective, making successful future replacement of trastuzumab-based therapy with a TKI in trastuzumab-progressed HER2 MBC seem unlikely. Instead, a potential role for TKIs in this disease context is revealed in preclinical work suggesting synergism between TKI and trastuzumab action, and clinical trials with lapatinib or afatinib combined with trastuzumab indicate that dual HER2 blockade may be an effective therapy. Dual antibody HER2 blockade with pertuzumab instead of TKI in HER2 MBC has also recently shown strong results in the CLEOPATRA trial. HER2 overexpression is targeted in neoadjuvant breast cancer treatment, and has also been successfully targeted in gastric cancer.	Somatic	2018-01-11 18:48:22 UTC	https://civic.genome.wustl.edu/links/evidence_items/529	https://civic.genome.wustl.edu/links/variants/306	https://civic.genome.wustl.edu/links/genes/20	FALSE	AMPLIFICATION
504	BIRC7	79444	AMPLIFICATION	Colon Cancer	219	NA	Cisplatin	NA	Predictive	Supports	D	Resistance	Livin (BIRC7) overexpression in two colon cancer cell lines (RKO and SW620) increased resistance of these cells to cisplatin. siRNA knockdown of Livin rendered the cells more sensitive to cisplatin. The study also further showed that cytoplasmic Livin levels increased in four colon cancer cell lines (RKO, SW620, HCT116, and KM12C) after cisplatin treatment in a dose-dependent manner. This study highlighted Livin as a potential player in colon cancer therapy.	23188704	PubMed	NA	Ding et al., 2013, Tumour Biol.	NA	4	accepted	661	251	14842	20	61867235	61871859	NA	NA	ENST00000217169.3	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/661	https://civic.genome.wustl.edu/links/variants/251	https://civic.genome.wustl.edu/links/genes/14842	FALSE	AMPLIFICATION
522	FGFR1	2260	Amplification	Lung Squamous Cell Carcinoma	3907	NA	PD173074	NA	Predictive	Supports	D	Sensitivity/Response	Preclinical (in-vitro, in-vivo) evidence suggests predictive value of FGFR1 amplification for treatment with FGFR1-inhibitors. 4 of 83 cell lines exhibited FGFR1 amplification, and 3 of these were highly sensitive to PD173074. This sensitivity was confirmed in a mouse xenograft. Clinical trials are currently ongoing.	21160078	PubMed	NA	Weiss et al., 2010, Sci Transl Med	NA	5	accepted	680	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/680	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
524	FGFR1	2260	Amplification	Lung Squamous Cell Carcinoma	3907	NA	NA	NA	Prognostic	Supports	B	Poor Outcome	In this study in surgically resected squamous cell lung cancer, FGFR1 amplification has been shown as an independent negative prognostic factor in Asian patients. FGFR1 amplification also correlates with cigarette smoking.	23182986	PubMed	NA	Kim et al., 2013, J. Clin. Oncol.	NA	4	accepted	682	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2015-12-22 15:47:35 UTC	https://civic.genome.wustl.edu/links/evidence_items/682	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
525	FGFR1	2260	Amplification	Lung Squamous Cell Carcinoma	3907	NA	NA	NA	Prognostic	Supports	B	Poor Outcome	This study shows an association of FGFR1 amplification with shorter overall and disease-free survival. However, no statistically significant association is seen on multivariate analysis.	25086725	PubMed	NA	Seo et al., 2014, Virchows Arch.	NA	3	accepted	683	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2015-12-26 21:46:43 UTC	https://civic.genome.wustl.edu/links/evidence_items/683	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
526	FGFR1	2260	Amplification	Lung Non-small Cell Carcinoma	3908	NA	NA	NA	Prognostic	Supports	B	Better Outcome	This study shows a reduction in the risk of death for patients with FGFR1 copy-number between 4 and 6. No difference in survival is seen between amplified and non-amplified patients in general.	23806793	PubMed	NA	Tran et al., 2013, Lung Cancer	NA	2	accepted	684	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2015-12-21 22:39:22 UTC	https://civic.genome.wustl.edu/links/evidence_items/684	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
527	FGFR1	2260	Amplification	Cancer	162	NA	NA	NA	Prognostic	Supports	B	Poor Outcome	Meta-Analysis on prognostic value of FGFR1 amplification in different types of cancer shows significantly worse overall survival for patients with FGFR1 and FGFR2 amplification. However, larger studies are warranted for confirmation.	25171497	PubMed	NA	Chang et al., 2014, PLoS ONE	NA	4	accepted	685	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2015-12-18 02:24:12 UTC	https://civic.genome.wustl.edu/links/evidence_items/685	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
528	FGFR1	2260	Amplification	Lung Non-small Cell Carcinoma	3908	NA	PD173074	NA	Predictive	Supports	D	Sensitivity/Response	Preclinical study showing FGFR1 amplification in NSCLC and efficacy of FGFR-1 inhibition in one amplified cell line.	21666749	PubMed	NA	Dutt et al., 2011, PLoS ONE	NA	4	accepted	686	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/686	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
529	FGFR1	2260	Amplification	Lung Squamous Cell Carcinoma	3907	NA	NA	NA	Prognostic	Does Not Support	B	Poor Outcome	Effect of FGFR1 amplification on survival unclear, no significant correlation with PFS and OS seen in this meta-analysis. However, FGFR1 amplification is significantly correlated with lymph node metastasis.	25433983	PubMed	NA	Jiang et al., 2015, Lung Cancer	NA	4	accepted	687	267	1885	8	38268656	38325363	NA	NA	ENST00000425967.3	NA	NA	NA	NA	75	GRCh37	FGFR1 amplifications are the most common aberrations of the FGFR family in cancer. One study reports FGFR1 aberrations in 3.5% of 4,853 patients of which most are FGFR1 amplifications (Helsten et. al., 2016). Preclinically, FGFR1 amplifications have also been shown to confer sensitivity to FGFR1 inhibitors (Weiss et. al., 2010). Clinical studies are currently ongoing (e.g. NCT01004224).	Somatic	2015-12-18 02:16:44 UTC	https://civic.genome.wustl.edu/links/evidence_items/687	https://civic.genome.wustl.edu/links/variants/267	https://civic.genome.wustl.edu/links/genes/1885	FALSE	AMPLIFICATION
531	MET	4233	Amplification	Gastric Adenocarcinoma	3717	NA	Onartuzumab	NA	Predictive	Supports	C	Sensitivity/Response	A case-study describing a patient with MET polysomy, MET over-expression and evidence of autocrine HGF-production (the growth factor ligand of MET). The patient initially achieved a complete response on MET-Inhibitor MetMAb (Onartuzumab) for 2 years and mixed response after recurrence with resistance in some of the newly developing metastases.	22389872	PubMed	NA	Catenacci et al., 2011, Cancer Discov	NA	3	accepted	689	270	52	7	116312459	116436396	NA	NA	ENST00000318493.6	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:49:55 UTC	https://civic.genome.wustl.edu/links/evidence_items/689	https://civic.genome.wustl.edu/links/variants/270	https://civic.genome.wustl.edu/links/genes/52	FALSE	AMPLIFICATION
533	EGFR	1956	Amplification	Head And Neck Squamous Cell Carcinoma	5520	NA	Fluorouracil,Platinum Compound,Cetuximab	Combination	Predictive	Does Not Support	B	Sensitivity/Response	EGFR amplification was not a predictor of response to cetuximab/5-FU/platinum in patients with recurrent or metastatic HNSSC from the EXTREME study.	21048039	PubMed	NA	Licitra et al., 2011, Ann. Oncol.	NA	4	accepted	691	190	19	7	55086794	55279321	NA	NA	ENST00000275493.2	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2017-05-31 00:12:16 UTC	https://civic.genome.wustl.edu/links/evidence_items/691	https://civic.genome.wustl.edu/links/variants/190	https://civic.genome.wustl.edu/links/genes/19	FALSE	AMPLIFICATION
574	MET	4233	Amplification	Lung Non-small Cell Carcinoma	3908	NA	Gefitinib	NA	Predictive	Supports	D	Resistance	In this study a gefitinib-sensitive cell-line (HCC827), acquired gefitinib resistance (HCC827 GR) by a focal amplification of MET.  Resistance was conferred by the MET amplification driving ERBB3 (HER3)-dependent activation of PI3K.	17463250	PubMed	NA	Engelman et al., 2007, Science	NA	4	accepted	733	270	52	7	116312459	116436396	NA	NA	ENST00000318493.6	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/733	https://civic.genome.wustl.edu/links/variants/270	https://civic.genome.wustl.edu/links/genes/52	FALSE	AMPLIFICATION
576	MET	4233	Amplification	Lung Non-small Cell Carcinoma	3908	NA	Crizotinib	NA	Predictive	Supports	C	Sensitivity/Response	A case-study of an ALK-negative patient with MET amplification (MET/CEP7 ratio >5.0) who achieved a durable partial response to MET/ALK-inhibitor crizotinib.	21623265	PubMed	NA	Ou et al., 2011, J Thorac Oncol	NCT00585195	3	accepted	735	270	52	7	116312459	116436396	NA	NA	ENST00000318493.6	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:49:55 UTC	https://civic.genome.wustl.edu/links/evidence_items/735	https://civic.genome.wustl.edu/links/variants/270	https://civic.genome.wustl.edu/links/genes/52	FALSE	AMPLIFICATION
585	MYCN	4613	Amplification	Neuroblastoma	769	NA	FACT Complex-targeting Curaxin CBL0137	NA	Predictive	Supports	D	Sensitivity/Response	The drug CBL0137 (a drug that interacts with SSRP1 aka FACT) exhibited a synergistic effect with standard chemotherapy (cyclophosphamide, etoposide, cisplatin, vincristine, etc.) by blocking repair of DNA damage caused by genotoxic drugs, thus creating a synthetic lethal environment in MYCN-amplified neuroblastoma cells. High MYCN expression was found to sensitize neuroblastoma cells to CBL0137.	26537256	PubMed	NA	Carter et al., 2015, Sci Transl Med	NA	3	accepted	744	298	3741	2	16080686	16087129	NA	NA	ENST00000281043.3	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:50:05 UTC	https://civic.genome.wustl.edu/links/evidence_items/744	https://civic.genome.wustl.edu/links/variants/298	https://civic.genome.wustl.edu/links/genes/3741	FALSE	AMPLIFICATION
597	PIK3CA	5290	Amplification	Epithelial Ovarian Cancer	2152	NA	Pictilisib	NA	Predictive	Supports	C	Sensitivity/Response	One platinum-refractory epithelial ovarian cancer patient with PTEN loss and PIK3CA amplification had a partial response on treatment with PI3K inhibitor pictilisib (GDC-0941) in this phase 1 study. A total of 60 patients with advanced solid tumors were enrolled in this study.	25370471	PubMed	NA	Sarker et al., 2015, Clin. Cancer Res.	NA	2	accepted	756	212	37	3	178866311	178957881	NA	NA	ENST00000263967.3	NA	NA	NA	NA	75	GRCh37	NA	Somatic	2016-02-17 19:49:55 UTC	https://civic.genome.wustl.edu/links/evidence_items/756	https://civic.genome.wustl.edu/links/variants/212	https://civic.genome.wustl.edu/links/genes/37	FALSE	AMPLIFICATION
601	ERBB2	2064	Amplification	Breast Cancer	1612	NA	AKTi-1/2	NA	Predictive	Supports	D	Sensitivity/Response	Xenografts established from breast cancer cell lines with ERBB2 amplification and PIK3CA mutation (BT474) or PIK3CA mutation alone (MCF7) were effectively inhibited in-vivo with an AKT1/2-inhibitor (AKTi-1/2; naphthyridinone).	18725974	PubMed	NA	She et al., 2008, PLoS ONE	NA	3	accepted	760	306	20	17	37856333	37884915	NA	NA	ENST00000269571.5	NA	NA	NA	NA	75	GRCh37	Her2 (ERBB2) amplifications are seen in up to 20% of breast cancers and were associated with aggressive disease and poor prognosis when discovered. Trastuzumab first found considerable success, and was approved for treatment, in HER2 positive metastatic breast cancer (MBC) which had progressed under chemotherapy. These metastatic cancers nonetheless progressed under trastuzumab, and other forms of therapy were studied for next line treatments, including tyrosine kinase inhibitors. Lapatinib, a reversible inhibitor of tyrosine kinase activity in ErbB1 and ErbB2, and afatinib, an irreversible inhibitor of all 4 ErbB forms were shown to have activity in trastuzumab-progressed HER2 MBC. Interestingly trastuzumab itself also turned out to remain effective in treatment of trastuzumab-progressed HER2 MBC. The LUX-Breast 1 trial compared a TKI-based treatment (afatinib) to a trastuzumab-based treatment of trastuzumab-progressed HER2 MBC, and the LUX-Breast 3 trial addressed TKI application in the context of HER2 MBC with difficult to treat brain metastases. In neither of these cases was the TKI more effective, making successful future replacement of trastuzumab-based therapy with a TKI in trastuzumab-progressed HER2 MBC seem unlikely. Instead, a potential role for TKIs in this disease context is revealed in preclinical work suggesting synergism between TKI and trastuzumab action, and clinical trials with lapatinib or afatinib combined with trastuzumab indicate that dual HER2 blockade may be an effective therapy. Dual antibody HER2 blockade with pertuzumab instead of TKI in HER2 MBC has also recently shown strong results in the CLEOPATRA trial. HER2 overexpression is targeted in neoadjuvant breast cancer treatment, and has also been successfully targeted in gastric cancer.	Somatic	2016-10-06 18:38:50 UTC	https://civic.genome.wustl.edu/links/evidence_items/760	https://civic.genome.wustl.edu/links/variants/306	https://civic.genome.wustl.edu/links/genes/20	FALSE	AMPLIFICATION
